probe_set_id,genechip_array,species_scientific_name,annotation_date,sequence_type,sequence_source,transcript_id,target_description,representative_public_id,archival_unigene_cluster,unigene_id,genome_version,alignments,gene_symbol,chromosomal_location,unigene_cluster_type,ensembl,entrez_gene,ec,omim,refseq_protein_id,refseq_transcript_id,flybase,agi,wormbase,mgi_name,rgd_name,sgd_accession_number,qtl,annotation_description,gene_title_des
1552452_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.211046.1,"gb:NM_173479.1 /DB_XREF=gi:27735054 /TID=Hs2.211046.1 /CNT=7 /FEA=FLmRNA /TIER=FL /STK=4 /LL=126248 /UG_GENE=LOC126248 /UG=Hs.211046 /UG_TITLE=hypothetical protein LOC126248 /DEF=Homo sapiens hypothetical protein LOC126248 (LOC126248), mRNA. /FL=gb:NM_173479.1 gb:BC031227.1",NM_173479,Hs.211046,Hs.211046,March 2006 (NCBI Build 36.1),chr19:38314837-38358541 (+) // 97.2 // q13.11,WDR88,chr19q13.11,full length,ENSG00000166359,126248,---,---,NP_775750.3,NM_173479,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,WD repeat domain 88
1552453_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.211046.1,"gb:NM_173479.1 /DB_XREF=gi:27735054 /TID=Hs2.211046.1 /CNT=7 /FEA=FLmRNA /TIER=FL /STK=4 /LL=126248 /UG_GENE=LOC126248 /UG=Hs.211046 /UG_TITLE=hypothetical protein LOC126248 /DEF=Homo sapiens hypothetical protein LOC126248 (LOC126248), mRNA. /FL=gb:NM_173479.1 gb:BC031227.1",NM_173479,Hs.211046,Hs.211046,March 2006 (NCBI Build 36.1),chr19:38314837-38358541 (+) // 97.2 // q13.11,WDR88,chr19q13.11,full length,ENSG00000166359,126248,---,---,NP_775750.3,NM_173479,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,WD repeat domain 88
1552455_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.352153.1,"gb:NM_138818.1 /DB_XREF=gi:20270384 /TID=Hs2.352153.1 /CNT=6 /FEA=FLmRNA /TIER=FL /STK=4 /LL=158471 /UG_GENE=LOC158471 /UG=Hs.352153 /UG_TITLE=hypothetical protein BC019095 /DEF=Homo sapiens hypothetical protein BC019095 (LOC158471), mRNA. /FL=gb:NM_138818.1 gb:BC019095.1",NM_138818,Hs.352153,Hs.676039,March 2006 (NCBI Build 36.1),chr9:78628002-78710823 (-) // 97.42 // q21.13,PRUNE2,chr9q21.13,full length,---,158471,---,---,NP_620173.1,NM_138818,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,prune homolog 2 (Drosophila)
1552490_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.164285.1,"gb:NM_145315.2 /DB_XREF=gi:21918871 /GEN=LACE1 /TID=Hs2.164285.1 /CNT=16 /FEA=FLmRNA /TIER=FL /STK=3 /LL=246269 /UG=Hs.164285 /DEF=Homo sapiens lactation elevated 1 (LACE1), mRNA. /PROD=lactation elevated 1 /FL=gb:AF520418.1 gb:NM_145315.2 gb:BC018445.1",NM_145315,Hs.164285,Hs.259666,March 2006 (NCBI Build 36.1),chr6:108722790-108950951 (+) // 99.25 // q21,LACE1,chr6q22.1,full length,---,246269,---,---,NP_660358.2,NM_145315,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,lactation elevated 1
1552491_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.9270.1,"gb:NM_033261.2 /DB_XREF=gi:21361855 /GEN=IDI2 /TID=Hs2.9270.1 /CNT=11 /FEA=FLmRNA /TIER=FL /STK=3 /LL=91734 /UG=Hs.9270 /DEF=Homo sapiens diphosphate dimethylallyl diphosphate isomerase 2 (IDI2), mRNA. /PROD=diphosphate dimethylallyl diphosphate isomerase2 /FL=gb:NM_033261.2 gb:BC017778.1 gb:AF271725.1",NM_033261,Hs.9270,Hs.591325,March 2006 (NCBI Build 36.1),chr10:1054853-1060686 (-) // 93.9 // p15.3,IDI2,chr10p15.3,full length,---,91734,---,---,NP_150286.1,NM_033261,---,---,---,---,---,---,---,This probe set was annotated using the Genome Target Overlap based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Genome Target Overlap // B,isopentenyl-diphosphate delta isomerase 2
1552493_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.377912.1,"gb:NM_000497.2 /DB_XREF=gi:13904852 /GEN=CYP11B1 /TID=Hs2.377912.1 /CNT=15 /FEA=FLmRNA /TIER=FL /STK=3 /LL=1584 /UG=Hs.377912 /DEF=Homo sapiens cytochrome P450, family 11, subfamily B, polypeptide 1 (CYP11B1), nuclear gene encoding mitochondrial protein, mRNA. /PROD=cytochrome P450, subfamily XIB (steroid11-beta-hydroxylase), polypeptide 1 precursor /FL=gb:AF478474.1 gb:NM_000497.2",NM_000497,Hs.377912,Hs.184927,March 2006 (NCBI Build 36.1),chr8:143951655-143958238 (-) // 99.08 // q24.3,CYP11B1,chr8q21,full length,ENSG00000160882,1584,EC:1.14.15.4,103900 /// 202010 /// 610613,NP_000488.3 /// NP_001021384.1,NM_000497 /// NM_001026213,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 3 transcripts. // false // Matching Probes // A,"cytochrome P450, family 11, subfamily B, polypeptide 1"
1552494_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.254211.1,"gb:NM_138572.1 /DB_XREF=gi:20070377 /GEN=LOC135763 /TID=Hs2.254211.1 /CNT=12 /FEA=FLmRNA /TIER=FL /STK=3 /LL=135763 /UG=Hs.254211 /DEF=Homo sapiens taube nuss (LOC135763), mRNA. /PROD=taube nuss /FL=gb:NM_138572.1",NM_138572,Hs.254211,Hs.520122,March 2006 (NCBI Build 36.1),chr6:42126241-42163178 (+) // 88.37 // p21.1,TBN,chr6p21.1,full length,ENSG00000137413,129685,---,609514,NP_612639.2,NM_138572,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,taube nuss homolog (mouse)
1552496_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.33010.1,"gb:NM_015198.1 /DB_XREF=gi:24308020 /GEN=COBL /TID=Hs2.33010.1 /CNT=21 /FEA=FLmRNA /TIER=FL /STK=3 /LL=23242 /UG=Hs.33010 /DEF=Homo sapiens KIAA0633 protein (COBL), mRNA. /PROD=KIAA0633 protein /FL=gb:NM_015198.1",NM_015198,Hs.33010,Hs.99141,March 2006 (NCBI Build 36.1),chr7:51052472-51071146 (-) // 92.11 // p12.1,COBL,chr7p12.1,full length,---,23242,---,610317,NP_056013.2,NM_015198,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 3 transcripts. // false // Matching Probes // A,cordon-bleu homolog (mouse)
1552497_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.293286.1,"gb:NM_052931.2 /DB_XREF=gi:19924170 /GEN=KALI /TID=Hs2.293286.1 /CNT=13 /FEA=FLmRNA /TIER=FL /STK=3 /LL=114836 /UG=Hs.293286 /DEF=Homo sapiens activating NK receptor (KALI), mRNA. /PROD=activating NK receptor precursor /FL=gb:NM_052931.2",NM_052931,Hs.293286,Hs.492348,March 2006 (NCBI Build 36.1),chr1:158722251-158759666 (-) // 51.96 // q23.2,SLAMF6,chr1q23.2,full length,ENSG00000162739,114836,---,606446,NP_443163.1,NM_052931,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,SLAM family member 6
1552498_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.195041.1,"gb:NM_145238.1 /DB_XREF=gi:21955123 /GEN=ZNF31 /TID=Hs2.195041.1 /CNT=12 /FEA=FLmRNA /TIER=FL /STK=3 /LL=7579 /UG=Hs.195041 /DEF=Homo sapiens zinc finger protein 31 (KOX 29) (ZNF31), mRNA. /PROD=zinc finger protein 31 /FL=gb:BC008827.1 gb:NM_145238.1",NM_145238,Hs.195041,Hs.442705,March 2006 (NCBI Build 36.1),chr1:33710828-33734579 (+) // 93.3 // p35.1,ZSCAN20,chr1p34.3,full length,ENSG00000121903,7579,---,---,NP_660281.1,NM_145238,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,zinc finger and SCAN domain containing 20
1552499_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.195041.1,"gb:NM_145238.1 /DB_XREF=gi:21955123 /GEN=ZNF31 /TID=Hs2.195041.1 /CNT=12 /FEA=FLmRNA /TIER=FL /STK=3 /LL=7579 /UG=Hs.195041 /DEF=Homo sapiens zinc finger protein 31 (KOX 29) (ZNF31), mRNA. /PROD=zinc finger protein 31 /FL=gb:BC008827.1 gb:NM_145238.1",NM_145238,Hs.195041,Hs.442705,March 2006 (NCBI Build 36.1),chr1:33710828-33734579 (+) // 93.3 // p35.1,ZSCAN20,chr1p34.3,full length,ENSG00000121903,7579,---,---,NP_660281.1,NM_145238,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,zinc finger and SCAN domain containing 20
1552501_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.160954.1,"gb:NM_170699.1 /DB_XREF=gi:24850108 /GEN=GPBAR1 /TID=Hs2.160954.1 /CNT=12 /FEA=FLmRNA /TIER=FL /STK=3 /LL=151306 /UG=Hs.160954 /DEF=Homo sapiens G protein-coupled bile acid receptor 1 (GPBAR1), mRNA. /PROD=G-protein coupled bile acid receptor BG37 /FL=gb:NM_170699.1 gb:AB089307.1 gb:BC033625.1",NM_170699,Hs.160954,Hs.160954,March 2006 (NCBI Build 36.1),chr2:218833996-218836826 (+) // 91.64 // q35,GPBAR1,chr2q35,full length,ENSG00000179921,151306,---,610147,NP_001070659.1 /// NP_001070662.1 /// NP_733800.1,NM_001077191 /// NM_001077194 /// NM_170699,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 4 transcripts. // false // Matching Probes // A,G protein-coupled bile acid receptor 1
1552456_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.197664.1,"gb:NM_144614.2 /DB_XREF=gi:28144903 /GEN=MBD3L2 /TID=Hs2.197664.1 /CNT=5 /FEA=FLmRNA /TIER=FL /STK=4 /LL=125997 /UG=Hs.197664 /DEF=Homo sapiens methyl-CpG binding domain protein 3-like 2 (MBD3L2), mRNA. /PROD=methyl-CpG binding domain protein 3-like 2 /FL=gb:AF503919.2 gb:NM_144614.2",NM_144614,Hs.197664,Hs.567667,March 2006 (NCBI Build 36.1),chr19:7000349-7002746 (+) // 98.84 // p13.2 /// chr19:6983322-6984018 (+) // 88.45 // p13.2 /// chr19:7007219-7009651 (-) // 98.2 // p13.2 /// chr19:6969981-6972443 (-) // 97.05 // p13.2 /// chr19:6988758-6989454 (-) // 88.96 // p13.2,MBD3L2,chr19p13.2,full length,ENSG00000182315 /// ENSG00000184301 /// ENSG00000205717 /// ENSG00000205718,125997,---,607964,NP_653215.1 /// XP_001131059.1,NM_144614 /// XM_001131059,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,methyl-CpG binding domain protein 3-like 2
1552457_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.275184.1,"gb:NM_052866.2 /DB_XREF=gi:21327690 /GEN=ADAMTSL1 /TID=Hs2.275184.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=4 /LL=92949 /UG=Hs.275184 /DEF=Homo sapiens ADAMTS-like 1 (ADAMTSL1), transcript variant 2, mRNA. /PROD=ADAM-TS related protein 1 isoform 2 /FL=gb:NM_052866.2 gb:AF176313.1",NM_052866,Hs.275184,Hs.522019,March 2006 (NCBI Build 36.1),chr9:18464166-18674955 (+) // 98.68 // p22.2,ADAMTSL1,chr9p22.2-p22.1,full length,---,92949,---,609198,NP_443098.2 /// NP_640329.1 /// NP_644669.1,NM_052866 /// NM_139238 /// NM_139264,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,ADAMTS-like 1
1552458_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.133912.1,"gb:NM_145208.1 /DB_XREF=gi:21624655 /GEN=MBD3L /TID=Hs2.133912.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=4 /LL=85509 /UG=Hs.133912 /DEF=Homo sapiens methyl-CpG binding domain protein 3-like (MBD3L), mRNA. /PROD=methyl-CpG binding domain protein 3-like /FL=gb:AY038022.1 gb:NM_145208.1",NM_145208,Hs.133912,Hs.133912,March 2006 (NCBI Build 36.1),chr19:8814331-8814995 (+) // 99.1 // p13.2,MBD3L1,chr19p13.2,full length,---,85509,---,607963,NP_660209.1,NM_145208,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,methyl-CpG binding domain protein 3-like 1
1552459_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.133912.1,"gb:NM_145208.1 /DB_XREF=gi:21624655 /GEN=MBD3L /TID=Hs2.133912.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=4 /LL=85509 /UG=Hs.133912 /DEF=Homo sapiens methyl-CpG binding domain protein 3-like (MBD3L), mRNA. /PROD=methyl-CpG binding domain protein 3-like /FL=gb:AY038022.1 gb:NM_145208.1",NM_145208,Hs.133912,Hs.133912,March 2006 (NCBI Build 36.1),chr19:8814331-8814995 (+) // 99.1 // p13.2,MBD3L1,chr19p13.2,full length,---,85509,---,607963,NP_660209.1,NM_145208,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,methyl-CpG binding domain protein 3-like 1
1552461_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.367959.1,"gb:NM_152630.1 /DB_XREF=gi:22749286 /TID=Hs2.367959.1 /CNT=6 /FEA=FLmRNA /TIER=FL /STK=4 /LL=169966 /UG_GENE=MGC26999 /UG=Hs.367959 /UG_TITLE=hypothetical protein MGC26999 /DEF=Homo sapiens hypothetical protein MGC26999 (MGC26999), mRNA. /FL=gb:BC030784.1 gb:NM_152630.1 gb:BC028710.1 gb:BC034979.1",NM_152630,Hs.367959,Hs.367959,March 2006 (NCBI Build 36.1),chrX:79562620-79587464 (+) // 99.18 // q21.1,FAM46D,chrXq21.1,full length,---,169966,---,---,NP_689843.1,NM_152630,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,"family with sequence similarity 46, member D"
1552463_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.350958.1,"gb:NM_080475.1 /DB_XREF=gi:17978302 /TID=Hs2.350958.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=4 /LL=89778 /UG_GENE=SERPINB11 /UG=Hs.350958 /UG_TITLE=serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 11 /DEF=Homo sapiens serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 11 (SERPINB11), mRNA. /FL=gb:NM_080475.1 gb:AF419955.1 gb:AF419953.1 gb:AF419954.1",NM_080475,Hs.350958,Hs.350958,March 2006 (NCBI Build 36.1),chr18:59528407-59541613 (+) // 99.15 // q21.33,SERPINB11,---,full length,---,89778,---,---,NP_536723.1,NM_080475,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"serpin peptidase inhibitor, clade B (ovalbumin), member 11"
1552466_x_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.208166.1,"gb:NM_145033.1 /DB_XREF=gi:21450764 /TID=Hs2.208166.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=4 /LL=118421 /UG_GENE=C21orf100 /UG=Hs.208166 /UG_TITLE=chromosome 21 open reading frame 100 /DEF=Homo sapiens chromosome 21 open reading frame 100 (C21orf100), mRNA. /FL=gb:NM_145033.1 gb:AY063458.1",NM_145033,Hs.208166,Hs.438549,March 2006 (NCBI Build 36.1),chr21:28833510-28834547 (+) // 30.34 // q21.3,C21orf100,chr21q21.3,full length,ENSG00000178446,118421,---,---,---,XR_017892 /// XR_017991,---,---,---,---,---,---,---,This probe set was annotated using the Genome Target Overlap based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Genome Target Overlap // B,chromosome 21 open reading frame 100
1552467_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.147695.1,"gb:NM_148676.1 /DB_XREF=gi:22380642 /TID=Hs2.147695.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=4 /LL=259234 /UG_GENE=DSCR10 /UG=Hs.147695 /UG_TITLE=Down syndrome critical region gene 10 /DEF=Homo sapiens Down syndrome critical region gene 10 (DSCR10), mRNA. /FL=gb:AB066291.1 gb:NM_148676.1",NM_148676,Hs.147695,Hs.147695,March 2006 (NCBI Build 36.1),chr21:38500119-38502606 (+) // 99.42 // q22.13,DSCR10,chr21q22.13,full length,---,259234,---,---,NP_683517.1,NM_148676,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,Down syndrome critical region gene 10
1552468_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.147695.1,"gb:NM_148676.1 /DB_XREF=gi:22380642 /TID=Hs2.147695.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=4 /LL=259234 /UG_GENE=DSCR10 /UG=Hs.147695 /UG_TITLE=Down syndrome critical region gene 10 /DEF=Homo sapiens Down syndrome critical region gene 10 (DSCR10), mRNA. /FL=gb:AB066291.1 gb:NM_148676.1",NM_148676,Hs.147695,Hs.147695,March 2006 (NCBI Build 36.1),chr21:38500119-38502606 (+) // 99.42 // q22.13,DSCR10,chr21q22.13,full length,---,259234,---,---,NP_683517.1,NM_148676,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,Down syndrome critical region gene 10
1552470_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.182476.1,"gb:NM_148914.1 /DB_XREF=gi:23200013 /GEN=WBSCR21 /TID=Hs2.182476.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=4 /LL=83451 /UG=Hs.182476 /DEF=Homo sapiens Williams Beuren syndrome chromosome region 21 (WBSCR21), transcript variant 3, mRNA. /PROD=Williams Beuren syndrome chromosome region 21isoform 3 /FL=gb:NM_148914.1 gb:AY053500.1",NM_148914,Hs.182476,Hs.647045,March 2006 (NCBI Build 36.1),chr7:72788362-72791118 (-) // 86.7 // q11.23,ABHD11,chr7q11.23,full length,ENSG00000106077,83451,---,---,NP_112585.2 /// NP_683710.1 /// NP_683711.1 /// NP_683712.1 /// NP_683713.1 /// NP_683714.1,NM_031295 /// NM_148912 /// NM_148913 /// NM_148914 /// NM_148915 /// NM_148916,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 7 transcripts. // false // Matching Probes // A,abhydrolase domain containing 11
1552472_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.24340.1,"gb:NM_012287.2 /DB_XREF=gi:24475610 /GEN=CENTB2 /TID=Hs2.24340.1 /CNT=31 /FEA=FLmRNA /TIER=FL /STK=3 /LL=23527 /UG=Hs.24340 /DEF=Homo sapiens centaurin, beta 2 (CENTB2), mRNA. /PROD=centaurin, beta 2 /FL=gb:NM_012287.2",NM_012287,Hs.24340,Hs.654597,March 2006 (NCBI Build 36.1),chr3:196480532-196644925 (-) // 98.73 // q29,CENTB2,chr3q29,full length,---,23527,---,607766,NP_036419.2,NM_012287,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"centaurin, beta 2"
1552473_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.81131.2,"gb:NM_138924.1 /DB_XREF=gi:20336211 /GEN=GAMT /TID=Hs2.81131.2 /CNT=34 /FEA=FLmRNA /TIER=FL /STK=3 /LL=2593 /UG=Hs.81131 /DEF=Homo sapiens guanidinoacetate N-methyltransferase (GAMT), transcript variant 2, mRNA. /PROD=guanidinoacetate N-methyltransferase, isoform b /FL=gb:NM_138924.1",NM_138924,Hs.81131,Hs.81131,March 2006 (NCBI Build 36.1),chr19:1349451-1352552 (-) // 71.3 // p13.3,GAMT,chr19p13.3,full length,---,2593,EC:2.1.1.2,601240,NP_000147.1 /// NP_620279.1,NM_000156 /// NM_138924,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,guanidinoacetate N-methyltransferase
1552474_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.81131.2,"gb:NM_138924.1 /DB_XREF=gi:20336211 /GEN=GAMT /TID=Hs2.81131.2 /CNT=34 /FEA=FLmRNA /TIER=FL /STK=3 /LL=2593 /UG=Hs.81131 /DEF=Homo sapiens guanidinoacetate N-methyltransferase (GAMT), transcript variant 2, mRNA. /PROD=guanidinoacetate N-methyltransferase, isoform b /FL=gb:NM_138924.1",NM_138924,Hs.81131,Hs.81131,March 2006 (NCBI Build 36.1),chr19:1349451-1352552 (-) // 71.3 // p13.3,GAMT,chr19p13.3,full length,---,2593,EC:2.1.1.2,601240,NP_000147.1 /// NP_620279.1,NM_000156 /// NM_138924,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,guanidinoacetate N-methyltransferase
1552476_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.380094.1,"gb:NM_133373.1 /DB_XREF=gi:19115963 /GEN=LOC113026 /TID=Hs2.380094.1 /CNT=59 /FEA=FLmRNA /TIER=FL /STK=3 /LL=113026 /UG=Hs.380094 /DEF=Homo sapiens similar to phospholipase C, delta (LOC113026), mRNA. /PROD=similar to phospholipase C, delta /FL=gb:NM_133373.1",NM_133373,Hs.380094,Hs.380094,March 2006 (NCBI Build 36.1),chr17:40544543-40565411 (-) // 89.54 // q21.31,PLCD3,chr17q21.31,full length,ENSG00000161714,113026,EC:3.1.4.11,608795,NP_588614.1,NM_133373,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,"phospholipase C, delta 3"
1552477_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.11801.1,"gb:BC014852.1 /DB_XREF=gi:15928784 /TID=Hs2.11801.1 /CNT=59 /FEA=FLmRNA /TIER=FL /STK=3 /LL=3664 /UG_GENE=IRF6 /UG=Hs.11801 /DEF=Homo sapiens, interferon regulatory factor 6, clone MGC:5122 IMAGE:3449699, mRNA, complete cds. /PROD=interferon regulatory factor 6 /FL=gb:BC014852.1 gb:AF027292.1 gb:NM_006147.2",BC014852,Hs.11801,Hs.591415,March 2006 (NCBI Build 36.1),chr1:208027369-208046102 (-) // 89.68 // q32.2,IRF6,chr1q32.3-q41,full length,---,3664,---,119300 /// 119500 /// 607199 /// 608864,NP_006138.1,NM_006147,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,interferon regulatory factor 6
